ZIP,Date,Datatype,Value,Station
07307,2019-05-05T00:00:00,TMIN,51.0,GHCND:USW00094728
07307,2019-05-06T00:00:00,PRCP,0.0,GHCND:USW00094728
07307,2019-05-06T00:00:00,TMAX,74.0,GHCND:USW00094728
07307,2019-05-06T00:00:00,TMIN,51.0,GHCND:USW00094728
07307,2019-05-07T00:00:00,PRCP,0.11,GHCND:USW00094728
07307,2019-05-07T00:00:00,TMAX,70.0,GHCND:USW00094728
07307,2019-05-07T00:00:00,TMIN,52.0,GHCND:USW00094728
07307,2019-05-08T00:00:00,PRCP,0.0,GHCND:USW00094728
07307,2019-05-08T00:00:00,TMAX,71.0,GHCND:USW00094728
07307,2019-05-08T00:00:00,TMIN,55.0,GHCND:USW00094728
07307,2019-05-09T00:00:00,PRCP,0.0,GHCND:USW00094728
