zipcode,latitude,longitude,zipcode
45693,38.7985401,-83.5569309,45693
50228,41.5765042,-93.2518774,50228
45805,40.7384005,-84.1518293,45805
50161,41.8758737,-93.3926563,50161
45308,40.1322513,-84.4555049,45308
45849,40.9949118,-84.474245,45849
52076,42.6918826,-91.5179652,52076
52247,41.504491,-91.7212865,52247
43338,40.5443405,-82.8110114,43338
43442,41.4122081,-83.2248633,43442
56278,45.3186216,-96.4554818,56278
43457,41.2654827,-83.4211971,43457
43501,41.6577557,-84.4431517,43501
56214,44.5920631,-95.3263938,56214
43535,41.3095556,-84.0552685,43535
56074,44.2830969,-94.1905361,56074
43542,41.5636509,-83.7587024,43542
43549,41.3679139,-84.5114705,43549
55976,43.8597186,-92.4880771,55976
43821,40.1253404,-82.0185641,43821
44445,40.8494265,-80.623283,44445
55924,44.0418738,-93.0113605,55924
43845,40.2637774,-81.7391773,43845
52776,41.5808691,-91.2603415,52776
44041,41.8039661,-80.947321,44041
44074,41.293358,-82.213669,44074
52531,41.0261157,-92.8091539,52531
44214,40.960557,-81.984214,44214
44253,41.1668088,-82.019418,44253
52301,41.7693981,-92.0859361,52301
44273,41.0313829,-81.8881739,44273
52249,41.996344,-92.2028294,52249
44281,41.0418881,-81.7354655,44281
44443,40.9227968,-80.5961876,44443
43843,40.3323477,-82.1713958,43843
56292,44.506283,-95.4290086,56292
50071,42.6446675,-93.534101,50071
45872,41.1820417,-83.6806885,45872
61421,41.179008,-89.606155,61421
61702,40.4906813,-88.9459844,61702
61733,40.6184251,-89.3311652,61733
61415,40.6551176,-90.4314709,61415
61742,40.630819,-89.2742987,61742
61775,40.6397659,-88.3870132,61775
61401,40.949889,-90.3698052,61401
61871,40.1925771,-87.9754587,61871
61367,41.6365784,-89.24491,61367
61940,39.7753386,-87.8092956,61940
62009,39.0925125,-89.8026241,62009
60936,40.4598275,-88.3767969,60936
61604,40.7092921,-89.636006,61604
62010,38.9082766,-90.048915,62010
62013,38.9402912,-90.6022024,62013
68982,40.356694,-99.169619,68982
62019,39.0247719,-89.4474595,62019
68922,40.310068,-99.8977383,68922
62035,38.9482565,-90.2047752,62035
68832,40.7884773,-98.3728363,68832
62037,38.9843991,-90.4505543,62037
62050,39.454011,-90.535144,62050
68825,41.2967368,-99.9243751,68825
62054,39.1910028,-90.3528406,62054
68351,40.6442636,-97.4521843,68351
62088,39.0054761,-89.7892774,62088
45133,39.166122,-83.5828066,45133
45863,40.870849,-84.4626408,45863
61530,40.7190217,-89.2757272,61530
61561,40.7976835,-89.2025979,61561
50058,41.8681288,-94.7129413,50058
45890,40.976098,-83.4823421,45890
47639,38.1805838,-87.5890196,47639
45898,40.6889451,-84.7420031,45898
60124,42.0359453,-88.3757163,60124
46962,40.9944383,-85.7783498,46962
60129,42.0245587,-89.0030521,60129
60410,41.4474735,-88.2271648,60410
46952,40.5795314,-85.6724726,46952
60421,41.3900723,-88.1067384,60421
62664,40.2088694,-89.712337,62664
60565,41.7293124,-88.1404294,60565
61545,40.8640146,-89.3368962,61545
60946,40.9128224,-88.244989,60946
61041,42.2620649,-90.2935685,61041
61244,41.5082494,-90.4305879,61244
62411,39.0519988,-88.7347578,62411
61251,41.7244051,-90.0625033,61251
62075,39.2960354,-89.2921597,62075
61261,41.7176791,-89.9293718,61261
61264,41.4252793,-90.5752391,61264
61924,39.7788557,-87.6477511,61924
61329,41.3809248,-89.2142393,61329
61738,40.7374984,-89.0157056,61738
61344,41.4037747,-89.8284563,61344
61452,40.2392602,-90.6215252,61452
62466,38.7557623,-87.8807693,62466
43323,40.7499318,-83.2161477,43323
56540,47.5379202,-96.279835,56540
43319,40.3061061,-83.5814086,43319
52309,42.1106741,-90.8886131,52309
52339,41.9419294,-92.5835932,52339
51019,42.2053037,-95.676051,51019
52402,42.0173523,-91.6528019,52402
50843,41.2224112,-94.9241722,50843
52405,41.9779468,-91.7315036,52405
52571,40.8813851,-92.8386587,52571
50643,42.3843877,-92.4595406,50643
52584,40.6801977,-92.256639,52584
50590,43.3784748,-94.3142003,50590
52644,41.0262099,-91.4137669,52644
52660,40.9699271,-91.2801906,52660
51366,42.9079643,-95.0161151,51366
50527,42.9610965,-94.7872481,50527
50107,42.0309075,-94.2132798,50107
55037,46.0278944,-92.9478598,55037
55373,45.0831069,-93.716039,55373
47995,40.7390511,-87.0289577,47995
55389,45.3090405,-94.4300882,55389
55922,43.5696674,-91.9536977,55922
47872,39.7646777,-87.226574,47872
55933,43.6588082,-92.7146166,55933
47546,38.4015635,-86.9374272,47546
55960,44.1372969,-92.5211611,55960
56024,44.1615489,-93.8788792,56024
46936,40.4678363,-85.9778836,46936
55001,44.9157275,-92.8047147,55001
56045,43.7568656,-93.1975525,56045
52305,42.0071609,-91.3482926,52305
52257,41.905127,-92.1776748,52257
68004,41.9788629,-96.6234484,68004
50310,41.6253494,-93.6737883,50310
68002,41.4855422,-96.3422117,68002
50439,42.9515651,-93.6787951,50439
50465,43.38935,-93.8874694,50465
50529,42.7220493,-94.2018087,50529
56151,44.0037048,-95.9475056,56151
50569,42.4123364,-94.1374689,50569
56041,44.147434,-94.522896,56041
50591,42.6658003,-94.0681361,50591
50594,42.5892094,-94.0493584,50594
55336,44.7818938,-94.1681169,55336
51530,41.7901178,-95.4577078,51530
50702,42.4743748,-92.3373265,50702
50860,40.6038193,-94.38851,50860
52537,40.7915758,-92.4124504,52537
51231,43.0949165,-95.7324611,51231
52218,42.2837114,-91.5266016,52218
51355,43.3849862,-95.1362756,51355
51543,41.6463516,-95.0805238,51543
52213,42.1843161,-91.7699886,52213
51654,40.8486842,-95.7642918,51654
52161,43.1385171,-91.7599068,52161
52246,41.6483708,-91.5586559,52246
52154,43.1024125,-92.1716377,52154
52251,41.7489133,-92.1753869,52251
55333,44.5264088,-94.8718259,55333
56051,43.5365964,-93.710267,56051
46792,40.687531,-85.4342437,46792
56134,43.7742192,-96.1990735,56134
60940,41.23741,-87.6568703,60940
68844,41.042187,-99.042558,68844
68860,41.142553,-99.762029,68860
60938,40.7656045,-87.9788612,60938
68954,40.612829,-98.234016,68954
60913,41.1341089,-88.0479752,60913
69123,41.0202896,-100.3683664,69123
69131,41.4073207,-102.9737951,69131
45891,40.8758377,-84.589491,45891
69148,41.525444,-102.59089,69148
45846,40.4134443,-84.7354185,45846
69151,41.0984851,-100.5229497,69151
68835,41.320753,-98.603647,68835
45365,40.2906419,-84.1606692,45365
69367,42.758712,-103.251487,69367
68864,41.222212,-98.2644945,68864
43013,40.2291498,-82.6869279,43013
68803,40.9278014,-98.3883395,68803
43029,40.0402482,-83.4385975,43029
68801,40.9126921,-98.3411361,68801
43046,39.8957359,-82.5384596,43046
43056,40.0162163,-82.398233,43056
68648,41.388576,-96.7855062,68648
43084,40.1568546,-83.5609592,43084
43112,39.7911676,-82.6961508,43112
68405,40.7479583,-97.0580596,68405
69217,42.5354529,-99.70217,69217
60957,40.4486861,-88.0986037,60957
68778,42.8342412,-99.7331186,68778
61071,41.7619955,-89.664148,61071
56162,43.833246,-94.6081816,56162
62868,38.7020227,-88.2400775,62868
56173,43.520942,-96.251397,56173
62859,38.0913121,-88.5370193,62859
56207,45.5737526,-96.0477081,56207
56295,45.0341815,-95.8327402,56295
62691,39.9502037,-90.1995101,62691
56353,45.7662681,-93.6278146,56353
62476,38.5205408,-88.0056484,62476
56437,46.2581322,-95.0389507,56437
56519,47.150158,-96.508912,56519
61942,39.8051602,-88.0155358,61942
56722,47.980818,-96.649391,56722
61842,40.2417914,-88.643926,61842
68014,41.2341135,-96.9469246,68014
68020,41.9897451,-96.2420102,68020
61570,40.910947,-89.2794766,61570
68023,41.4524733,-96.0295444,68023
61546,40.4383162,-89.781194,61546
68133,41.135951,-96.0017909,68133
61412,41.0741709,-90.5869528,61412
68329,40.5184102,-96.1075215,68329
61283,41.5829994,-89.7552908,61283
68523,40.7570162,-96.7424734,68523
68637,41.791434,-98.7306293,68637
61250,41.6503836,-90.0879546,61250
68746,42.8283736,-98.4676443,68746
68061,41.7723121,-96.2112137,68061
62912,37.4712505,-89.0073192,62912
62926,37.3727333,-89.1439343,62926
46773,40.9825346,-84.8810816,46773
68869,41.0280934,-98.8810106,68869
52044,42.7517618,-91.293937,52044
52048,42.7324235,-91.2555841,52048
68718,42.5910091,-97.646792,68718
52056,42.602443,-91.0743507,52056
68436,40.4123327,-97.7206658,68436
52244,41.5986451,-91.7227566,52244
52326,42.3967341,-91.7495578,52326
68038,41.9171413,-96.4828771,68038
52344,42.2914416,-91.6612706,52344
56244,45.4933623,-95.7588927,56244
52351,41.8777573,-91.8351117,52351
51637,40.6241757,-95.1249807,51637
56150,43.6646069,-95.2012806,56150
52536,40.9879519,-92.621561,52536
56087,44.2408955,-94.9797429,56087
52549,40.619309,-92.9183953,52549
56031,43.6384202,-94.4602642,56031
52552,40.830868,-92.5221944,52552
52574,40.7897493,-92.9661027,52574
51201,43.072866,-95.7022824,51201
52594,40.8279032,-92.6728439,52594
52632,40.407934,-91.3983738,52632
51028,42.5899369,-96.003997,51028
52635,41.0023384,-91.7530802,52635
50682,42.4462798,-91.7038944,50682
52359,41.338684,-91.8039993,52359
52638,40.8380706,-91.2668738,52638
51561,41.0273634,-95.8080729,51561
51510,41.2932981,-95.9174598,51510
50057,41.1824734,-93.1380124,50057
43140,39.9060933,-83.4358346,43140
50062,41.2362913,-93.2434125,50062
68745,42.3484438,-97.0992683,68745
50069,41.5314925,-94.0095288,50069
50119,41.3067478,-92.9457598,50119
56137,43.7967481,-95.3314766,56137
50150,41.1113384,-92.9503067,50150
50243,41.8640369,-93.695357,50243
56082,44.331126,-93.9649631,56082
50315,41.5485967,-93.6204043,50315
52761,41.4271104,-91.0466424,52761
62626,39.2755005,-89.8791232,62626
50316,41.6021222,-93.5983176,50316
50426,43.4152075,-93.0161705,50426
50434,43.2547755,-93.4337108,50434
51346,43.1656791,-95.4832291,51346
50521,42.3465818,-94.1078839,50521
50657,42.3435796,-92.6736409,50657
50597,42.9694127,-94.4468897,50597
50835,40.705608,-94.3617359,50835
50424,43.3678519,-93.9368167,50424
51105,42.5017643,-96.3793628,51105
50158,42.0363809,-92.9136082,50158
51441,42.099285,-95.312968,51441
50006,42.4794862,-93.3975601,50006
52742,41.8248369,-90.548094,52742
47969,40.2037448,-87.1472316,47969
52639,40.5378862,-91.4424942,52639
52655,40.8226639,-91.1759583,52655
56266,44.4121246,-94.9105531,56266
55357,45.076613,-93.6616454,55357
55372,44.7126723,-93.4011865,55372
52353,41.298534,-91.6946054,52353
55421,45.0486063,-93.2472797,55421
51546,41.6506656,-95.8003155,51546
55425,44.851959,-93.243292,55425
55435,44.8783657,-93.3334557,55435
46733,40.8435996,-84.9351977,46733
55439,44.874854,-93.3717643,55439
55446,45.0302637,-93.4804519,55446
62231,38.6310333,-89.3332792,62231
55331,44.8990127,-93.58564,55331
55616,47.0508592,-91.6808185,55616
68924,40.5052052,-99.1169352,68924
55902,44.0018949,-92.4938252,55902
56187,43.6173719,-95.599996,56187
55967,43.7814617,-92.5024853,55967
56032,43.7657093,-93.563952,56032
56101,43.8561801,-95.125505,56101
56035,43.8226404,-93.2667262,56035
51632,40.7318558,-95.0412441,51632
56210,45.5594034,-96.558651,56210
50401,43.1452216,-93.202065,50401
56287,44.475185,-95.327894,56287
56302,45.546683,-94.1885133,56302
55736,46.924596,-92.9146805,55736
50201,42.0143713,-93.4446601,50201
68371,40.7798131,-97.7389344,68371
68765,42.3600409,-97.5902102,68765
47591,38.6732727,-87.5059266,47591
55006,45.7226288,-93.2220099,55006
62681,40.1214111,-90.5642075,62681
55012,45.4090915,-92.7975497,55012
55014,45.1554394,-93.1398768,55014
61739,40.7405749,-88.5279869,61739
55017,45.6619109,-93.4315435,55017
55042,44.9854189,-92.8886949,55042
69130,40.8580525,-99.9834308,69130
55046,44.4668923,-93.4168238,55046
68791,41.9446868,-96.9166615,68791
55085,44.6736981,-92.9678618,55085
55330,45.3125752,-93.5826042,55330
55108,44.98206,-93.1888855,55108
55112,45.0714582,-93.1973915,55112
68047,42.0647497,-96.7511489,68047
55113,45.0079164,-93.1625458,55113
55124,44.7441686,-93.2014356,55124
56159,43.9277016,-94.9464721,56159
55129,44.8956153,-92.9114914,55129
55306,44.7302897,-93.2893362,55306
56131,43.8372289,-95.5869601,56131
55316,45.1804171,-93.4014146,55316
56055,44.1255739,-94.2250904,56055
55318,44.8098548,-93.6051762,55318
55327,45.2109838,-93.4506198,55327
68651,41.1763565,-97.5481009,68651
61356,41.3768458,-89.4443809,61356
47964,40.9530166,-87.2986127,47964
47901,40.4174318,-86.8882339,47901
51250,43.0794965,-96.1615581,51250
46113,39.645496,-86.3131093,46113
46168,39.7025675,-86.3882275,46168
51247,43.1968365,-96.3162279,51247
46171,39.5390525,-86.9588405,46171
50841,40.9910806,-94.7456167,50841
46184,39.5610079,-86.0876966,46184
50801,41.0544739,-94.3714618,50801
46220,39.8653899,-86.118852,46220
46221,39.7045723,-86.2366336,46221
50247,41.9936251,-93.1559574,50247
46239,39.7238492,-86.0104507,46239
46112,39.8440615,-86.3887958,46112
50112,41.730005,-92.7208104,50112
47371,40.4176629,-84.9865282,47371
46365,41.6023987,-86.559613,46365
46377,41.1911358,-87.3431993,46377
47274,38.9605527,-85.9013137,47274
46531,41.3587172,-86.4555076,46531
61822,40.1017339,-88.2998714,61822
46536,41.515983,-86.2773022,46536
56232,44.9304892,-96.0556416,56232
46543,41.5170431,-85.6995837,46543
46556,41.7043792,-86.230701,46556
56172,44.0674652,-95.7298901,56172
46581,41.2358822,-85.8565289,46581
46240,39.9052243,-86.1279432,46240
55912,43.6700215,-92.9728217,55912
55332,44.5091298,-94.7195287,55332
46013,40.0628601,-85.6776438,46013
62902,37.6845931,-89.1597746,62902
46563,41.3454156,-86.321192,46563
62922,37.6171388,-88.8480761,62922
62924,37.817352,-89.2110017,62924
61364,41.1235715,-88.8423922,61364
62934,37.713893,-88.3533561,62934
62939,37.5624672,-88.9664513,62939
61021,41.8414905,-89.4812853,61021
62940,37.7306924,-89.4665606,62940
60953,40.6095661,-87.6972334,60953
62941,37.2433371,-88.9621823,62941
69140,40.8433903,-101.7498193,69140
46037,39.946544,-85.9751284,46037
62942,37.6290068,-89.4927863,62942
68836,40.6786469,-99.2567952,68836
62954,37.7634265,-88.2582757,62954
68633,41.6499287,-96.786393,68633
62956,37.2814178,-88.955199,62956
62957,37.2985776,-89.4431404,62957
68460,40.9215499,-97.4317311,68460
62964,37.1251454,-89.1989957,62964
62974,37.7807943,-88.8246717,62974
56267,45.5874677,-95.9104097,56267
62995,37.4212999,-88.8855002,62995
62996,37.1710404,-89.1658597,62996
56264,44.5526855,-95.9837494,56264
62952,37.4279905,-89.3090615,62952
46628,41.7150285,-86.3150877,46628
46730,41.4564693,-85.1486303,46730
55350,44.8915058,-94.3785735,55350
50220,41.842465,-94.1115704,50220
47325,39.6831552,-85.0152775,47325
47401,39.1445422,-86.5042066,47401
47944,40.6056192,-87.322868,47944
47436,38.9907748,-86.427523,47436
47462,38.9852988,-86.6348379,47462
62420,39.2912664,-88.0007994,62420
47469,38.5928146,-86.6099058,47469
61455,40.4545897,-90.676189,61455
47524,38.5378836,-87.5025281,47524
47575,38.323221,-86.8084864,47575
56229,44.5741175,-95.716724,56229
47304,40.211033,-85.4330505,47304
47576,38.1917729,-86.5838948,47576
47586,37.9763902,-86.7389102,47586
47590,38.3564636,-87.0943759,47590
51301,43.1486928,-95.1483622,51301
47596,38.8589647,-87.2235184,47596
50613,42.5205244,-92.4528182,50613
47711,38.0119015,-87.5369676,47711
47714,37.9674563,-87.5243986,47714
50601,42.5554315,-93.0434976,50601
47803,39.4661866,-87.3476478,47803
46970,40.7508995,-86.0794986,46970
47866,39.2969935,-87.330339,47866
61443,41.2425473,-89.9309493,61443
51566,41.0147717,-95.2320035,51566
50459,43.4387865,-93.2779066,50459
47270,38.8449678,-85.7240202,47270
50665,42.5503572,-92.782296,50665
46779,41.5766065,-85.0188885,46779
55310,44.7712013,-94.8896101,55310
46785,41.3138135,-84.8910885,46785
50648,42.4594917,-92.1048948,50648
46786,40.5055695,-85.8240005,46786
50636,42.8888634,-92.8098288,50636
46814,41.054645,-85.3082577,46814
50514,43.3886003,-94.4902374,50514
46825,41.152928,-85.1262798,46825
46835,41.1410276,-85.0552421,46835
47331,39.6403694,-85.1537305,47331
46845,41.196754,-85.1158311,46845
47038,38.8511349,-84.848521,47038
62656,40.1499977,-89.370138,62656
47040,38.9415157,-84.9062642,47040
68771,42.3390772,-97.3036226,68771
47043,38.7912768,-85.0896408,47043
56531,45.9943162,-95.96334,56531
47102,38.7490695,-85.8026917,47102
47110,38.0926691,-86.1876825,47110
56520,46.2668686,-96.5859243,56520
47125,38.4592284,-86.2929785,47125
56183,44.0346342,-95.4522248,56183
47143,38.4749976,-85.7696333,47143
47162,38.5447529,-85.4732382,47162
52033,42.2860406,-91.0048645,52033
47166,38.3096933,-86.1701763,47166
50208,41.7007302,-93.0429402,50208
46996,41.051582,-86.6197088,46996
56319,45.986774,-95.2755017,56319
56325,45.5632596,-94.9468261,56325
51555,41.5585079,-95.8945501,51555
44201,41.0231712,-81.1730367,44201
56013,43.6302709,-94.1048325,56013
44230,40.9650017,-81.6882554,44230
44265,41.0399205,-81.2470452,44265
50616,43.0613448,-92.6689472,50616
44266,41.1538605,-81.2312039,44266
50461,43.2891446,-92.816198,50461
44276,40.9106076,-81.8382042,44276
44402,41.3863151,-80.8766051,44402
50036,42.0628253,-93.8885266,50036
44411,41.0221733,-81.091467,44411
44089,41.4055526,-82.3648248,44089
61254,41.463125,-90.1686455,61254
56220,44.7326556,-96.2648234,56220
44431,40.8625787,-80.7532227,44431
44493,40.828562,-80.89917,44493
51050,42.7983431,-95.9878824,51050
44601,40.9149195,-81.1202916,44601
44612,40.6404125,-81.4497046,44612
50022,41.410901,-95.0068076,50022
44622,40.53528,-81.4841885,44622
68310,40.2668563,-96.7545101,68310
44624,40.6135786,-81.6522399,44624
50674,42.841828,-92.1419833,50674
44633,40.6222793,-81.8927464,44633
44413,40.8389417,-80.5414423,44413
44634,40.839217,-81.0466029,44634
44084,41.6576196,-80.8701167,44084
44062,41.460811,-81.0569656,44062
68361,40.5267882,-97.6003848,68361
43555,41.4375689,-84.2606644,43555
52057,42.4865909,-91.4524354,52057
43560,41.7030991,-83.7281942,43560
43605,41.6396232,-83.5165084,43605
50659,43.0695947,-92.3127173,50659
43746,39.963287,-82.1708227,43746
43804,40.4386181,-81.7197595,43804
50644,42.4655277,-91.8893059,50644
43830,40.0397289,-82.1147744,43830
43832,40.2779504,-81.5881183,43832
50548,42.7165349,-94.2223059,50548
52041,42.4923335,-91.2603486,52041
43837,40.3024374,-81.4704959,43837
47978,40.9511096,-87.14641,47978
43973,40.1820211,-81.2798763,43973
61342,41.5241852,-89.1142156,61342
43986,40.373481,-80.9976652,43986
44001,41.3985824,-82.2239199,44001
68901,40.5806025,-98.3958443,68901
44010,41.7744542,-80.8600921,44010
44021,41.4579291,-81.1704664,44021
56293,44.3939887,-95.2470174,56293
44032,41.6533156,-80.6745094,44032
44035,41.3721544,-82.0905527,44035
52310,42.229741,-91.205836,52310
43903,40.472123,-80.9420591,43903
43554,41.668514,-84.5643715,43554
50536,43.1045523,-94.6799993,50536
68787,42.2274788,-97.0274096,68787
45120,38.8303704,-84.100521,45120
61462,40.9173418,-90.6380532,61462
45140,39.2561789,-84.2753627,45140
61350,41.3552272,-88.8421032,61350
45152,39.3488014,-84.1502093,45152
61270,41.8231809,-89.9641522,61270
45157,38.9556593,-84.2386839,45157
45164,39.5068828,-83.8061407,45164
68883,40.8740818,-98.4852652,68883
45208,39.135674,-84.4378547,45208
45310,40.3516135,-84.6430622,45310
51537,41.6350655,-95.2874982,51537
50025,41.7334737,-94.9487259,50025
45315,39.8397637,-84.3102459,45315
45332,39.9955923,-84.7839082,45332
61944,39.5972965,-87.6920135,61944
45339,40.0052036,-84.3454264,45339
68959,40.5030739,-98.9591866,68959
45345,39.7395688,-84.3966449,45345
68601,41.439623,-97.3553338,68601
45351,40.33923,-84.4940767,45351
45387,39.8012964,-83.8961592,45387
56256,45.0059889,-96.185424,56256
45613,39.0213501,-82.8356771,45613
47240,39.3225794,-85.4656604,47240
45623,38.6203199,-82.2762805,45623
46041,40.2847861,-86.5040262,46041
44637,40.4778588,-82.0227948,44637
45113,39.3953983,-83.9891208,45113
50669,42.3212758,-92.6003852,50669
44644,40.6797294,-81.1830227,44644
56081,43.9829094,-94.6307541,56081
44645,40.904712,-81.7294463,44645
44647,40.7941166,-81.5483825,44647
52136,43.3762084,-92.1157129,52136
44666,40.8280674,-81.6229818,44666
51455,41.8769168,-95.0295862,51455
44667,40.8342927,-81.7741343,44667
50525,42.725833,-93.7238459,50525
44669,40.7873919,-81.1599695,44669
44822,40.5832035,-82.3929746,44822
46173,39.6056247,-85.4427387,46173
45103,39.082135,-84.1971412,45103
44826,41.2413907,-82.487444,44826
44844,40.9819052,-83.2557555,44844
44866,40.8843586,-82.2174075,44866
50588,42.6353723,-95.1908966,50588
44881,40.8694981,-82.8743657,44881
62650,39.7196708,-90.2396099,62650
44906,40.7652491,-82.5729879,44906
45030,39.2530235,-84.7802738,45030
45050,39.43956,-84.3625563,45050
62450,38.7267997,-88.0807756,62450
45066,39.5609113,-84.223969,45066
68642,41.7043695,-97.4977113,68642
45067,39.4815745,-84.4676901,45067
56296,45.8056296,-96.4956738,56296
68434,40.8825639,-97.089326,68434
43469,41.4543894,-83.3687549,43469
43468,41.5995378,-83.339087,43468
56601,47.4921718,-94.8631431,56601
56623,48.7221957,-94.5386411,56623
56072,43.8978484,-93.501549,56072
56684,47.8488619,-95.698642,56684
51334,43.3993065,-94.8131102,51334
56710,48.22826,-97.006254,56710
50651,42.3144538,-92.1889809,50651
56713,48.3294642,-96.6267227,56713
46725,41.1668918,-85.4707583,46725
56714,48.7826319,-96.013791,56714
56734,48.7263655,-96.6042536,56734
62321,40.4051234,-91.0926065,62321
68644,41.7023364,-97.6954741,68644
56744,48.1068879,-97.0627359,56744
56751,48.8109724,-95.7149026,56751
68352,40.15099,-97.2114879,68352
56754,48.005501,-96.19779,56754
56761,48.6142169,-95.6825042,56761
50595,42.4499381,-93.8190786,50595
56763,48.8915015,-95.3204496,56763
56283,44.5358329,-95.1210033,56283
68039,42.1147031,-96.3558518,68039
55060,44.0776842,-93.2291059,55060
68071,42.2215934,-96.4749827,68071
68102,41.2610401,-95.9349576,68102
51034,42.1651794,-95.790908,51034
68850,40.7789269,-99.7484087,68850
68112,41.3267047,-95.9661525,68112
56588,46.2300783,-95.5257137,56588
56565,46.042033,-96.297935,56565
62016,39.2975468,-90.4066229,62016
56335,45.6007495,-94.8597019,56335
56350,46.2533397,-93.251202,56350
68467,40.8676335,-97.5934941,68467
56357,45.7136883,-93.8055519,56357
68057,41.5945052,-96.6129798,68057
56374,45.576647,-94.3154211,56374
56375,45.7026524,-94.2705056,56375
56215,45.3260848,-95.5728642,56215
56377,45.6300001,-94.2211519,56377
56156,43.6547698,-96.2112853,56156
56433,46.9972383,-94.7025754,56433
50441,42.738789,-93.202648,50441
56048,44.1099369,-93.6732861,56048
52577,41.2887635,-92.6463402,52577
56453,46.3180385,-95.1019523,56453
56464,46.7689363,-95.1032966,56464
52205,42.0956987,-91.2848635,52205
56472,46.5981679,-94.271326,56472
52101,43.3257303,-91.7776892,52101
56475,46.0952089,-94.5056805,56475
56477,46.6307445,-95.0498125,56477
50574,42.7224689,-94.681999,50574
56525,46.65996,-96.747513,56525
50501,42.5064369,-94.1766629,50501
56544,46.7401696,-95.6626172,56544
56440,46.1303108,-94.950499,56440
68124,41.2353311,-96.0493836,68124
56537,46.2820251,-96.0886187,56537
68303,40.2465152,-97.3910753,68303
50129,42.0172369,-94.3793186,50129
69212,42.934703,-100.792338,69212
43017,40.1037557,-83.1107574,43017
61764,40.8769383,-88.6319013,61764
43055,40.0707752,-82.4113888,43055
43062,39.9947057,-82.6801163,43062
61046,42.127182,-89.8441872,61046
43070,40.218237,-83.959635,43070
68713,42.5318084,-98.9816004,68713
43071,40.1765078,-82.3639585,43071
68031,41.6192005,-96.522645,68031
43081,40.1096157,-82.9193289,43081
69037,40.124504,-101.406958,69037
43107,39.6843941,-82.4308054,43107
43125,39.8469039,-82.907187,43125
47620,37.9458965,-87.8681574,47620
43138,39.5389456,-82.4099186,43138
62448,38.9758139,-88.1794082,62448
43147,39.9063202,-82.7621329,43147
68748,41.8327825,-97.4322553,68748
43151,39.7330931,-83.4773365,43151
43209,39.9560034,-82.9318747,43209
68739,42.6231401,-97.2542452,68739
43215,39.9708819,-83.0036851,43215
43347,40.467101,-83.6621876,43347
68629,41.7235948,-97.1306283,68629
56007,43.6512398,-93.3613188,56007
50423,43.0874604,-93.7921988,50423
69030,40.0128236,-101.9410431,69030
69027,40.460166,-101.531041,69027
55342,44.7373415,-94.7183061,55342
68348,40.3208209,-96.1301291,68348
68350,40.0463529,-97.0601336,68350
68402,40.9223913,-96.851078,68402
51246,43.4156067,-96.2095958,51246
68438,40.6684798,-96.7952691,68438
50472,43.4072742,-92.91908,50472
68522,40.7966008,-96.7363426,68522
68532,40.7907755,-96.8517362,68532
69301,42.1022601,-102.8758231,69301
68583,40.829879,-96.6692905,68583
69033,40.5326625,-101.647968,69033
68602,41.4430415,-97.3627742,68602
68664,41.704909,-96.7857626,68664
68788,41.8352631,-96.7021933,68788
68702,42.0481138,-97.4060083,68702
68786,42.5061972,-97.5592023,68786
68719,42.895999,-98.579069,68719
68355,40.0658667,-95.6019874,68355
68731,42.4230151,-96.4518016,68731
56271,45.2858917,-95.4522356,56271
68774,42.8156892,-97.2658054,68774
68802,40.9291788,-98.3558963,68802
56143,43.6130627,-94.9990953,56143
68821,41.962924,-99.842633,68821
68848,40.7070373,-99.0567992,68848
56097,43.7220363,-93.7249749,56097
50126,42.5140146,-93.2708995,50126
62897,38.0882723,-88.9026646,62897
50563,42.518606,-94.5447335,50563
62893,38.4734688,-89.0368034,62893
52535,40.847568,-91.9529071,52535
51001,42.8275048,-96.5286779,51001
52766,41.4691598,-91.3150634,52766
55013,45.3587817,-92.8934519,55013
50701,42.471544,-92.3636806,50701
55016,44.8247691,-92.9387293,55016
50638,42.3491693,-92.7685029,50638
55020,44.5735555,-93.3446461,55020
55032,45.5863923,-93.0151353,55032
50598,43.0467284,-94.4022763,50598
55038,45.1667362,-93.0214442,55038
50468,43.0333077,-92.9548664,50468
51027,42.9204465,-96.332669,51027
55072,46.1220526,-92.745055,55072
50115,41.6800262,-94.5462623,50115
55088,44.5491819,-93.3608615,55088
47933,40.0263308,-86.9146077,47933
55328,45.0379005,-93.7993274,55328
46714,40.7341665,-85.1727217,46714
55339,44.7343077,-93.9664311,55339
55340,45.0425173,-93.5332798,55340
62828,38.19302,-88.665083,62828
55354,44.8846574,-94.0643324,55354
62694,39.6267679,-90.460599,62694
55358,45.2478955,-93.9976472,55358
62353,39.9707957,-90.7661809,62353
55074,45.3830606,-92.7334019,55074
55386,44.8566496,-93.6595143,55386
52411,42.0379371,-91.7131267,52411
51462,42.0140813,-94.5573233,51462
50631,42.8810872,-92.3061397,50631
56362,45.3721772,-94.7047868,56362
50861,40.9112875,-94.2712155,50861
51008,42.8102381,-96.2656841,51008
56248,45.807769,-96.1406815,56248
51015,42.3425007,-96.0795291,51015
56169,44.3327478,-95.9811947,56169
51104,42.5321204,-96.3903335,51104
56010,43.8892351,-94.1685674,56010
51444,42.0063771,-94.9717998,51444
51452,42.1252051,-94.7831734,51452
55975,43.6946376,-92.4163684,55975
52325,41.572452,-91.9411206,52325
51541,41.121837,-95.400903,51541
51554,41.1380534,-95.6962619,51554
52074,42.0998819,-90.4639185,52074
