zipcode,latitude,longitude,zipcode
55923,43.8554798,-92.1988183,55923
52134,43.4794607,-92.3904228,52134
52135,43.0059267,-91.6593261,52135
55396,44.5524743,-94.3688574,55396
52140,43.4420537,-91.529744,52140
55335,44.5165668,-94.516096,55335
52164,42.8460656,-91.883757,52164
52361,41.65979,-91.9967301,52361
52241,41.6887179,-91.5832413,52241
52313,42.2587543,-92.090137,52313
55972,43.9898412,-92.0998742,55972
68359,40.6561851,-97.2938123,68359
55387,44.8364829,-93.7820169,55387
55416,44.9475703,-93.3431322,55416
56715,47.8407189,-96.0070355,56715
55027,44.4005173,-92.6451027,55027
56727,48.3058927,-95.5368631,56727
52155,43.4288206,-92.2931985,52155
56738,48.2626416,-96.324898,56738
51529,41.852891,-95.603059,51529
56758,48.4424214,-96.6272871,56758
56760,48.2208655,-96.4080031,56760
51338,43.1631962,-95.3056097,51338
68127,41.2061772,-96.0551755,68127
51249,43.4057736,-95.6882127,51249
68134,41.2942806,-96.055371,68134
56673,48.8786096,-95.1099063,56673
50675,42.1813877,-92.4965586,50675
68137,41.2042866,-96.1266809,68137
50583,42.4169746,-94.9961559,50583
68142,41.3308058,-96.0942988,68142
68144,41.2345567,-96.1249056,68144
50469,42.9962284,-93.206591,50469
68315,40.2554078,-97.5586579,68315
50248,42.1860311,-93.5934005,50248
68318,40.138959,-96.662926,68318
68332,40.3351236,-96.4200474,68332
50219,41.4116927,-92.9069519,50219
68336,40.9641252,-96.6476007,68336
68337,40.1355265,-95.8309374,68337
68136,41.1735862,-96.1953418,68136
61938,39.4705089,-88.3719904,61938
55385,44.7300857,-94.504849,55385
56634,47.6923716,-95.4272273,56634
61068,41.9305198,-89.0651825,61068
55438,44.8264555,-93.3764474,55438
60901,41.1169578,-87.8714362,60901
55901,44.0570878,-92.496122,55901
60420,41.0880029,-88.4445052,60420
55991,44.2311789,-92.4098681,55991
56047,43.7172229,-94.2366542,56047
45895,40.5736541,-84.1802125,45895
56113,44.3821702,-96.1838011,56113
69155,41.0993604,-101.3677591,69155
56125,44.0532128,-95.5544807,56125
68978,40.0197899,-98.0676836,68978
56646,47.748932,-95.623694,56646
56323,45.6167672,-95.7317144,56323
56338,46.0128069,-93.8869672,56338
56446,46.1292032,-95.0709953,56446
68927,40.534107,-99.6317679,68927
56449,46.1679446,-94.2924505,56449
68856,41.488559,-99.769706,68856
56556,47.636168,-95.8878116,56556
68370,40.1677444,-97.5881433,68370
56571,46.4406261,-95.5604533,56571
56282,45.0317886,-95.2090037,56282
56576,46.4668529,-95.6916546,56576
56589,47.1388237,-95.6222173,56589
55917,43.8724902,-93.0583812,55917
68930,40.3360719,-98.4444367,68930
50605,42.8411865,-93.0333749,50605
50402,43.1552765,-93.2007487,50402
68822,41.4045823,-99.6468048,68822
46766,40.6832017,-85.272524,46766
46809,41.0256509,-85.1805517,46809
56068,43.8415343,-93.8278401,56068
46938,40.4701558,-85.6295491,46938
56001,44.1575539,-93.9905398,56001
47011,38.8830159,-85.0640508,47011
55009,44.5022571,-92.9066446,55009
47016,39.3742127,-84.8971496,47016
52356,41.4675633,-91.8381954,52356
47017,38.9430263,-85.1900663,47017
50002,41.5079073,-94.6234968,50002
47018,39.0112495,-85.044185,47018
56098,43.7533721,-94.1920649,56098
47106,38.44643,-85.907395,47106
47119,38.3512736,-85.8924294,47119
62806,38.3780554,-88.0581929,62806
47120,38.4473986,-86.1906916,47120
47141,38.5405657,-85.6126424,47141
62442,39.3260133,-87.8654292,62442
47161,38.3165499,-86.0971911,47161
47227,38.8718091,-85.6499159,47227
61856,40.0352608,-88.5704673,61856
47228,38.972588,-85.9641762,47228
61741,40.7519902,-88.4055742,61741
47231,38.8862224,-85.5057447,47231
61434,41.1666485,-90.0407309,61434
62838,38.8300277,-88.7157177,62838
47232,39.112645,-85.795387,47232
46760,41.3454045,-85.5688518,46760
46737,41.7340268,-84.9228436,46737
46176,39.522379,-85.7762596,46176
62988,37.2386719,-89.2677992,62988
46033,39.967757,-86.0885973,46033
46131,39.4854551,-86.0565591,46131
46123,39.7665047,-86.3924576,46123
62424,39.0227355,-88.4013162,62424
46143,39.5962901,-86.1315798,46143
62263,38.3406374,-89.3886281,62263
46150,39.5511483,-85.610084,46150
61834,40.1572777,-87.6264431,61834
46165,39.8537278,-86.6653548,46165
61705,40.4502519,-89.0418107,61705
68326,40.2964185,-97.7007159,68326
46228,39.8477898,-86.2069455,46228
60151,41.9161155,-88.5560958,60151
46502,41.260618,-85.9745211,46502
46507,41.7112423,-85.8325996,46507
69023,40.5149434,-101.8927276,69023
46511,41.2148886,-86.4223897,46511
46517,41.6417467,-85.9739297,46517
69022,40.2832857,-100.1689448,69022
46537,41.458777,-86.3071379,46537
68862,41.6022853,-98.9300545,68862
46545,41.6901507,-86.1651315,46545
46561,41.6790266,-86.0763219,46561
68335,40.2282478,-97.0751198,68335
46241,39.7396182,-86.251599,46241
47235,38.9868834,-86.1362603,47235
61238,41.2821808,-90.1816765,61238
47404,39.2000519,-86.5764073,47404
47981,40.249628,-86.9233878,47981
50849,41.3090002,-94.4325064,50849
47989,39.8862203,-87.0371748,47989
50125,41.3587995,-93.5739066,50125
50027,41.523424,-92.5053807,50027
62568,39.5496686,-89.3043099,62568
50068,40.939777,-93.457038,50068
62546,39.4372396,-89.4735833,62546
50101,42.6960802,-93.615047,50101
50105,42.1063865,-93.6422384,50105
62451,38.9863019,-87.6080457,62451
50108,40.8574894,-93.9663254,50108
51450,42.3072053,-95.0458116,51450
43078,40.1050985,-83.7592414,43078
50140,40.6228682,-93.9319266,50140
69357,41.9339994,-103.794195,69357
50155,41.2170411,-94.1784542,50155
50210,41.1910673,-93.7034484,50210
69028,40.6630417,-100.029537,69028
50231,42.2383157,-93.6012725,50231
68941,40.4680899,-98.310049,68941
50239,42.1566778,-93.1722836,50239
68826,41.1082618,-98.0037371,68826
50256,41.2656417,-92.9026501,50256
68824,40.9888776,-98.6309196,68824
50275,41.0278115,-93.6080217,50275
50116,41.1797965,-92.9515177,50116
47917,40.4432697,-87.4815126,47917
47859,39.8717407,-87.2071152,47859
52032,42.2903787,-90.8302613,52032
47427,39.2210171,-87.0510433,47427
45331,40.0972941,-84.6270048,45331
47431,39.2097737,-86.8859065,47431
68854,41.01151,-97.996054,68854
47446,38.7352292,-86.4714797,47446
47449,38.9234616,-87.019651,47449
47515,38.1846718,-86.6790827,47515
68767,42.1927712,-97.5176376,68767
47529,38.8757905,-87.0860572,47529
68410,40.6662961,-95.8746213,68410
47541,38.2338284,-87.040956,47541
68319,40.8849028,-97.7462778,68319
47550,38.0784637,-86.9409283,47550
68003,41.0346844,-96.362883,68003
47574,37.9479849,-86.5481903,47574
56178,44.2745211,-96.0226705,56178
47577,38.1499567,-86.8111761,47577
56062,44.0496397,-94.4102362,56062
47579,38.1166373,-86.9243543,47579
55940,43.9052356,-92.8028854,55940
47615,37.9641859,-86.9674553,47615
55312,44.7360016,-94.346435,55312
47630,37.9671003,-87.4000693,47630
47649,38.3318739,-87.446612,47649
52659,41.1184596,-91.4415654,52659
47805,39.5341139,-87.3536389,47805
47849,39.1929889,-87.5454111,47849
46947,40.7559315,-86.3582101,46947
68360,40.9378574,-96.9621443,68360
46350,41.6098029,-86.7245147,46350
68457,40.1489749,-95.7101736,68457
60609,41.8138029,-87.6471458,60609
61568,40.5100857,-89.4915185,61568
60611,41.8951977,-87.6226948,60611
60637,41.786762,-87.598574,60637
43113,39.5918895,-82.9412366,43113
60910,41.0776114,-87.7955719,60910
68847,40.7046395,-99.0746485,68847
60932,40.4659095,-87.8022281,60932
60935,41.1713801,-88.1824448,60935
56164,44.0068052,-96.3212597,56164
60945,40.8272273,-87.6043669,60945
60956,40.97063,-87.718008,60956
46052,40.0427913,-86.4586204,46052
56152,44.1985634,-95.2688601,56152
56128,43.8880686,-96.1318426,56128
60974,40.712373,-87.7304548,60974
56119,43.7058645,-95.492334,56119
61276,41.3074372,-90.5875109,61276
61281,41.298613,-90.5032015,61281
56110,43.6183569,-95.9408679,56110
61320,41.3574368,-89.19468,61320
56083,44.177265,-95.1439564,56083
61327,41.2503319,-89.3379142,61327
52732,41.8584013,-90.2197302,52732
61362,41.3304529,-89.2089692,61362
61374,41.546871,-89.3500341,61374
60967,40.6162089,-87.5942186,60967
52240,41.6453907,-91.5150739,52240
60585,41.6462116,-88.26386,60585
60542,41.8130913,-88.3251783,60542
60084,42.2702154,-88.1340166,60084
68979,40.6263713,-97.8393014,68979
60175,41.9484389,-88.3841368,60175
60177,41.9927412,-88.3101775,60177
68701,42.0196422,-97.3908375,68701
60180,42.2243504,-88.5364595,60180
68301,40.5091678,-96.69988,68301
60184,41.9449536,-88.2450855,60184
60305,41.8983125,-87.816258,60305
56073,44.3113354,-94.4661448,56073
60403,41.5644593,-88.1222184,60403
52349,42.1284284,-92.0052827,52349
50510,42.7613651,-94.9744589,50510
60404,41.5269931,-88.206037,60404
52162,43.1088379,-91.5405901,52162
60430,41.5559527,-87.6625228,60430
60433,41.5019938,-88.0496974,60433
51035,42.8120102,-95.7328731,51035
60435,41.544794,-88.1346204,60435
51030,42.4738682,-96.1943224,51030
60451,41.5077698,-87.9495578,60451
60474,41.1730911,-88.2691067,60474
51012,42.7502242,-95.5447929,51012
60477,41.5785535,-87.8020217,60477
60506,41.7551024,-88.3582777,60506
50668,42.6960088,-92.2350572,50668
60411,41.5107391,-87.6155479,60411
61543,40.3891583,-90.006502,61543
50864,40.9391143,-94.9803351,50864
61547,40.6170257,-89.7367153,61547
62345,39.7045965,-91.1513651,62345
51040,42.0299166,-96.1007482,51040
62523,39.8413653,-88.953265,62523
62556,39.4817471,-89.3816771,62556
47960,40.7689874,-86.7605386,47960
62561,39.8551115,-89.5395798,62561
45320,39.743222,-84.6561267,45320
62622,39.983632,-90.354614,62622
69153,41.1186377,-101.7171325,69153
62630,39.2691511,-90.0823373,62630
68769,42.3554142,-97.7884306,68769
62665,39.8222433,-90.5422373,62665
62334,40.3947162,-91.2481932,62334
62683,39.484596,-90.107806,62683
62703,39.7679403,-89.6321822,62703
56168,43.5978631,-95.7904324,56168
62820,38.2429664,-88.2396675,62820
62843,38.362576,-88.204532,62843
51442,42.0219745,-95.3679262,51442
62848,38.4372833,-89.1598317,62848
51025,42.4823411,-95.5488648,51025
62867,37.9223331,-88.1426125,62867
62884,38.0817932,-89.0509341,62884
51002,42.707321,-95.2942788,51002
62890,37.896424,-88.7503703,62890
50579,42.3891791,-94.6014238,50579
68632,41.2441915,-97.1091458,68632
51503,41.2551785,-95.8147401,51503
62319,40.150932,-90.735963,62319
51521,41.4864498,-95.3325264,51521
50645,43.0376658,-92.4644061,50645
61560,41.1974515,-89.4373775,61560
46975,41.0733932,-86.2356305,46975
61564,40.4944114,-89.6534661,61564
61616,40.7448033,-89.5718527,61616
46901,40.4953202,-86.1420042,46901
61701,40.4795248,-88.9898173,61701
46750,40.8774011,-85.4999031,46750
61735,40.183244,-88.7852732,61735
61801,40.1113201,-88.2142961,61801
62565,39.4137558,-88.8016506,62565
61811,40.2611659,-87.6197232,61811
61727,40.1501764,-88.9613462,61727
61850,39.9229891,-87.7277519,61850
61855,39.9134721,-88.6582928,61855
61231,41.2046936,-90.7358244,61231
62006,39.046945,-90.656779,62006
68845,40.6978766,-99.0952097,68845
62047,39.1541843,-90.6220632,62047
68025,41.4335476,-96.4915182,68025
62079,39.102751,-90.1362752,62079
62201,38.6308381,-90.1393724,62201
56180,44.2026118,-95.4690796,56180
62226,38.5383493,-90.0021772,62226
52641,40.9680978,-91.5652105,52641
62240,38.5328299,-90.2101086,62240
62288,38.0046665,-89.6693837,62288
60062,42.1273591,-87.8415061,60062
51638,40.8262082,-95.2502887,51638
69101,41.1252088,-100.7668319,69101
69162,41.1322625,-102.9680128,69162
69339,42.71287,-103.4523699,69339
56093,44.0762366,-93.5017064,56093
69366,42.015192,-101.508784,69366
55355,45.1026247,-94.529299,55355
43021,40.203668,-82.9040835,43021
52237,42.3433035,-91.2615982,52237
43022,40.3661687,-82.3793437,43022
52172,43.2639875,-91.4878685,52172
43068,39.9460849,-82.7947328,43068
52144,43.1307871,-91.9479482,52144
43137,39.8154886,-82.9664388,43137
43154,39.6163668,-82.8390031,43154
69337,42.7995732,-103.008055,69337
51535,41.2376091,-95.1383764,51535
43407,41.2770246,-83.2518982,43407
51445,42.3251301,-95.4630099,51445
43430,41.5334779,-83.3668592,43430
43431,41.3856839,-83.3222146,43431
50450,43.4186642,-93.5338086,50450
43435,41.3191281,-83.3116675,43435
43462,41.2814588,-83.6530448,43462
50421,42.8389805,-93.6187437,50421
43619,41.6034695,-83.4766896,43619
47394,40.165041,-84.9769535,47394
43762,40.0042161,-81.7374644,43762
62056,39.1824215,-89.6522226,62056
43359,40.8708111,-83.4602452,43359
44044,41.2903153,-82.0503623,44044
56277,44.7763036,-94.9974374,56277
68781,42.0360544,-97.7893866,68781
62644,40.3031613,-90.0376745,62644
68510,40.8071388,-96.6594695,68510
62305,39.9315832,-91.3568587,62305
68753,42.918505,-99.426607,68753
68755,42.955561,-99.094913,68755
61920,39.4878448,-88.1860113,61920
68759,42.9710587,-99.2691276,68759
68837,41.671652,-99.023473,68837
61559,40.911544,-89.7746996,61559
68902,40.5977777,-98.3723837,68902
61376,41.5277863,-89.6176258,61376
68929,40.100738,-99.038974,68929
69214,42.579918,-100.055992,69214
61310,41.7084824,-89.3396959,61310
69042,40.530634,-100.387737,69042
61277,41.6244825,-89.9356381,61277
60518,41.5916521,-88.9186779,60518
69044,40.1759373,-101.0113708,69044
69103,41.1276173,-100.7632541,69103
43515,41.5778186,-84.0174452,43515
69128,41.241952,-103.8981809,69128
69361,41.872134,-103.667578,69361
69144,41.230027,-101.593255,69144
69348,42.3218294,-103.1048345,69348
69170,40.789119,-100.723303,69170
69211,42.93936,-101.252737,69211
69036,40.047751,-100.281087,69036
44047,41.727774,-80.7551169,44047
60970,40.7823476,-87.7423199,60970
44076,41.5347622,-80.8524789,44076
56088,43.8108065,-94.4383272,56088
45146,39.3124567,-83.8046506,45146
45162,39.2444149,-84.1518741,45162
55033,44.7257735,-92.8636933,55033
45306,40.4547077,-84.1883628,45306
45322,39.8743592,-84.3080595,45322
51439,42.0691335,-95.5843347,51439
45359,40.0527481,-84.350932,45359
51041,43.022158,-96.0472702,51041
45417,39.7518009,-84.2442224,45417
45506,39.9105479,-83.8297075,45506
50517,43.2797798,-94.2193161,50517
45054,39.439365,-84.0834021,45054
45614,38.9122995,-82.2870417,45614
45638,38.5409735,-82.6653593,45638
45647,39.2741338,-82.7660218,45647
46140,39.7947465,-85.7920746,46140
45836,40.7885443,-83.6244047,45836
46072,40.2809342,-86.0519087,46072
45862,40.6809744,-84.5712387,45862
45867,40.8937914,-83.537509,45867
62863,38.4084174,-87.8056685,62863
45889,41.1180959,-83.6637789,45889
61753,40.6351468,-88.7818882,61753
60012,42.2653867,-88.3115113,60012
60025,42.0734103,-87.8208219,60025
46923,40.5948227,-86.6568965,46923
56132,44.1702692,-95.7500558,56132
45003,39.5764842,-84.7957441,45003
56175,44.1727693,-95.6441619,56175
44217,40.9716811,-81.8976558,44217
60955,40.7093757,-87.9847445,60955
44234,41.3253973,-81.1615839,44234
44260,41.0364018,-81.3669857,44260
60924,40.5654038,-87.8794584,60924
44333,41.139754,-81.6174998,44333
44401,41.0369122,-80.9626561,44401
43160,39.5302414,-83.4416694,43160
44410,41.3558528,-80.7189101,44410
44432,40.7614834,-80.7689511,44432
69021,40.0501369,-101.5364708,69021
44481,41.22213,-80.8525963,44481
68866,40.9258159,-99.071877,68866
44614,40.8847139,-81.5640356,44614
68840,40.7242249,-98.8510928,68840
44628,40.5314002,-82.143685,44628
68305,40.3857968,-95.8425247,68305
44638,40.6382835,-82.1331873,44638
44680,40.5996617,-81.5315877,44680
68066,41.2002798,-96.6195027,68066
44681,40.5073787,-81.6551713,44681
56284,44.7736232,-95.2006839,56284
44730,40.7828071,-81.2822722,44730
44814,41.3238565,-82.4937116,44814
56222,44.9598454,-95.3731209,56222
44890,41.0704185,-82.72084,44890
44903,40.770908,-82.5294815,44903
60046,42.4241532,-88.0627016,60046
68524,40.8471852,-96.7891745,68524
68458,40.2450004,-96.4994148,68458
52165,43.3028231,-91.9639784,52165
50853,41.2373436,-94.7679051,50853
50242,41.5751828,-92.694091,50242
50703,42.5184938,-92.3247087,50703
50261,41.4921964,-93.9402946,50261
50277,41.7839109,-94.3855169,50277
50672,42.4089023,-93.0493688,50672
50325,41.6068714,-93.7642574,50325
50666,42.8425238,-92.5140209,50666
50420,42.8029308,-93.4393678,50420
50435,43.1513379,-92.7448397,50435
50650,42.5954344,-91.6621067,50650
50440,43.3183507,-93.1740668,50440
50237,41.5446212,-93.3831633,50237
50625,42.7208286,-92.9948439,50625
50604,42.5394427,-92.8527395,50604
50523,42.3504872,-94.2920852,50523
50862,40.8083092,-94.6313887,50862
50585,42.8641156,-95.1350474,50585
51044,42.2849817,-95.8988913,51044
51054,42.392953,-96.3581749,51054
50263,41.5987035,-93.865111,50263
51331,43.3761803,-95.1433304,51331
50217,42.1290253,-94.2436513,50217
51365,43.3098592,-94.7400464,51365
50168,41.776961,-93.2852046,50168
51446,41.7441358,-95.2596104,51446
50453,43.3389445,-93.6652243,50453
51501,41.2475638,-95.8755291,51501
51003,42.9595336,-96.0822151,51003
50008,40.7067942,-93.3742335,50008
46573,41.5368785,-86.0128082,46573
52653,41.1811349,-91.1685239,52653
46747,41.5555636,-85.1518651,46747
46767,41.4500565,-85.5780673,46767
52156,43.0688996,-91.4553683,52156
46772,40.7265159,-84.9335648,46772
46793,41.4424349,-85.0274635,46793
52043,42.8421416,-91.4047736,52043
46911,40.6265228,-85.9273402,46911
51570,41.5229557,-95.4765025,51570
46951,40.9371887,-86.1245804,46951
51562,41.7289542,-95.5040746,51562
50073,41.7975302,-93.5284544,50073
46989,40.4523699,-85.4936767,46989
46991,40.6213314,-85.501858,46991
51345,43.4230494,-95.4430634,51345
47041,39.2394315,-85.0727661,47041
51063,42.1400716,-96.1726818,51063
47303,40.2249985,-85.3760458,47303
51061,42.5773149,-95.7225439,51061
47360,40.0014525,-85.2515966,47360
47562,38.8442195,-86.9874271,47562
51052,42.3013754,-96.29081,51052
47601,38.0431216,-87.2615945,47601
47929,40.6749674,-86.88635,47929
51039,42.479695,-96.0654862,51039
51463,41.8987428,-94.9509766,51463
52727,41.9835009,-90.34124,52727
50123,40.8614477,-93.495873,50123
50074,40.8493269,-94.0766984,50074
55320,45.3971856,-94.0659165,55320
46121,39.6864968,-86.6840552,46121
55321,45.0921863,-94.1904667,55321
62935,37.8389501,-88.615334,62935
55322,44.7740725,-93.7853369,55322
55397,44.7954273,-93.9261449,55397
62899,38.6781144,-88.6457202,62899
55926,43.7355077,-92.6896398,55926
55943,43.7654489,-91.5694603,55943
62881,38.6222747,-88.9497721,62881
55953,43.5140783,-92.9244915,55953
55977,43.6038724,-92.6091244,55977
46348,41.311573,-86.8663802,46348
62827,38.1625638,-88.0489269,62827
56116,43.6130603,-96.364913,56116
62692,39.5836234,-89.9554826,62692
62671,40.1736405,-89.5623778,62671
56160,43.8392684,-94.8465667,56160
62613,39.9654179,-89.7123569,62613
56326,46.0028711,-95.680813,56326
56329,45.6792902,-93.9194345,56329
62510,39.5060944,-89.0607868,62510
56332,45.9465962,-95.4953332,56332
62311,40.2354579,-90.9557098,62311
56438,46.1403896,-94.8207321,56438
56479,46.3844143,-94.7978928,56479
56114,43.9457631,-95.6358889,56114
51532,41.1326529,-95.1181614,51532
55319,45.4667283,-93.942931,55319
55308,45.40903,-93.8441501,55308
51564,41.8179142,-95.9322639,51564
50054,41.6859049,-93.2404416,50054
52072,42.9190921,-91.3817597,52072
50023,41.7215019,-93.6337881,50023
52141,42.9435276,-91.6262339,52141
52157,43.0146881,-91.222023,52157
47977,40.7534994,-87.1542201,47977
52175,42.9767504,-91.8138148,52175
52207,42.0793779,-90.8299311,52207
47954,39.9096103,-86.8021788,47954
52316,41.5304767,-92.0846417,52316
52332,42.0797937,-91.9161846,52332
46774,41.0722791,-85.0088994,46774
47368,40.1850143,-85.2031504,47368
47359,40.5516659,-85.2735004,47359
52404,41.9516972,-91.7302065,52404
52543,41.2333649,-92.5141312,52543
47348,40.4492348,-85.3593819,47348
52646,41.0548641,-91.023787,52646
47037,39.1522557,-85.3055726,47037
52722,41.553899,-90.4862161,52722
52754,41.3351206,-91.2377125,52754
46994,40.674603,-86.2422368,46994
55031,44.6111418,-92.995429,55031
46982,41.0707638,-85.9032962,46982
55051,45.8875565,-93.2963008,55051
52335,41.4583376,-92.0646217,52335
46542,41.3989984,-85.8556905,46542
52778,41.6101229,-91.0049753,52778
46528,41.6009038,-85.8256171,46528
61913,39.8106394,-88.4456988,61913
61036,42.4065028,-90.3918025,61036
61047,42.1393822,-89.4227741,61047
61744,40.7314569,-88.8897845,61744
61070,42.441477,-89.4994643,61070
61075,42.4685653,-90.2643069,61075
61728,40.5670342,-88.6257309,61728
61084,42.1132285,-89.1891657,61084
61243,41.6189864,-89.6886546,61243
61537,41.1124732,-89.3873241,61537
61272,41.2217561,-91.0061322,61272
61354,41.3335216,-89.1268159,61354
60968,40.6723859,-88.1183412,60968
61321,40.9609249,-88.9656776,61321
61345,41.2910215,-89.7879164,61345
61440,40.3283306,-90.6112709,61440
61336,41.1267915,-89.2757303,61336
61459,40.4972425,-90.4250054,61459
61477,40.488123,-90.3073632,61477
61260,41.2218083,-90.8784737,61260
61501,40.2319493,-90.3253561,61501
60961,41.0458857,-88.3405808,60961
61569,40.6721341,-89.8796772,61569
61571,40.7070515,-89.4377249,61571
60934,40.9526659,-88.3969355,60934
61736,40.4048508,-88.8628468,61736
61417,40.7651234,-90.522439,61417
60930,40.8223425,-87.9829938,60930
61917,39.6909459,-87.912205,61917
62220,38.5040547,-89.9817562,62220
43333,40.4248876,-83.9105099,43333
43342,40.4701979,-83.1832825,43342
62526,39.8760023,-88.9531801,62526
43344,40.4275635,-83.3272863,43344
43410,41.3070318,-82.9764531,43410
62475,38.8811719,-88.0479866,62475
43521,41.6546782,-84.3135072,43521
62473,39.0245046,-88.5666568,62473
43524,41.2236391,-84.0375941,43524
43527,41.2469586,-84.1463187,43527
62438,39.328182,-88.877769,62438
43556,41.2879543,-84.5724429,43556
60951,40.9150044,-87.7622519,60951
62379,40.334743,-91.4096207,62379
44460,40.8983318,-80.8714753,44460
62360,39.8178356,-91.2575282,62360
44889,41.2594958,-82.387728,44889
45786,39.51742,-81.648306,45786
62316,40.2399283,-91.0695743,62316
45860,40.3885773,-84.5096133,45860
45874,40.7735787,-84.6619752,45874
62275,38.8113807,-89.5544952,62275
45883,40.4003218,-84.6285331,45883
62236,38.4408308,-90.2006529,62236
60481,41.296336,-88.147544,60481
60553,41.8388824,-89.0296678,60553
44256,41.1436763,-81.8483591,44256
60468,41.3317465,-87.8079182,60468
61747,40.4235163,-89.4281019,61747
61769,40.8804393,-88.4217392,61769
68453,40.3952619,-97.293515,68453
62512,40.1459989,-89.2190135,62512
68450,40.3702352,-96.1859943,68450
62638,39.6123401,-90.0831119,62638
68313,40.7720089,-97.2611589,68313
62684,39.8952964,-89.5972654,62684
56701,48.0874882,-96.191105,56701
62704,39.7748804,-89.6916083,62704
56481,46.4275001,-94.9690347,56481
62946,37.7284333,-88.5340558,62946
62959,37.7219408,-88.925971,62959
56142,44.4605763,-96.2469321,56142
62465,39.3509727,-88.6203582,62465
62984,37.7107113,-88.1729375,62984
46124,39.3767054,-85.9401854,46124
46130,39.6712022,-85.8456102,46130
56118,43.9001541,-95.0245575,56118
46157,39.5611159,-86.5043735,46157
56033,43.575084,-93.9300754,56033
46172,39.8301472,-86.8013035,46172
56003,44.1812738,-94.0377608,56003
46259,39.6594853,-86.0116754,46259
55945,44.2962877,-92.0153786,55945
46385,41.4681245,-87.1036078,46385
46510,41.1114235,-85.9057454,46510
55053,44.3345471,-93.0842658,55053
56129,43.5199539,-95.9854024,56129
68716,41.8971142,-96.8281508,68716
62432,39.1226516,-88.1463726,62432
62367,40.3172305,-90.9002043,62367
45309,39.8406846,-84.410628,45309
61774,40.4300617,-89.1811608,61774
45159,39.3200749,-83.6914985,45159
61818,39.8722957,-88.6889346,61818
61841,40.0424534,-87.8170991,61841
44837,41.0102402,-82.4827135,44837
61845,40.3724479,-88.4066807,61845
43518,41.5726353,-84.7589214,43518
61847,40.300604,-88.0500854,61847
43517,41.4386869,-84.7230598,43517
61914,39.6465417,-88.7396259,61914
61925,39.7303568,-88.8185114,61925
43502,41.5209922,-84.3057968,43502
61931,39.5847695,-88.3696101,61931
43044,40.0467727,-83.5228894,43044
62001,38.8809644,-89.7451949,62001
69025,40.6345114,-100.5040384,69025
62051,39.2068335,-89.4131846,62051
62061,38.7856354,-89.7748436,62061
68981,40.2909978,-98.8256648,68981
62074,38.9685268,-89.6840332,62074
68872,41.086281,-98.346219,68872
62241,38.0111576,-89.8960382,62241
62356,39.6378121,-91.0956273,62356
68828,41.56413,-99.233089,68828
62358,40.5774177,-91.2461627,62358
68756,42.1306237,-98.0308996,68756
62218,38.5341164,-89.4515074,62218
62530,39.5769917,-89.6666241,62530
56580,46.75016,-96.617158,56580
56726,48.6997127,-96.1821,56726
50479,42.9019293,-93.3847126,50479
46582,41.2744544,-85.8120249,46582
50457,42.9119672,-93.409849,50457
46702,40.8457182,-85.6440179,46702
50433,42.9290262,-93.1104012,50433
46703,41.6645535,-85.0274014,46703
46731,40.7825531,-85.0987723,46731
50246,42.2811375,-93.7960907,50246
46745,40.9545667,-85.0136368,46745
50216,41.7010176,-94.3761353,50216
46920,40.4691666,-86.4893287,46920
47338,40.3372326,-85.3469319,47338
46539,41.1718363,-86.0002891,46539
50167,41.7541654,-94.0312699,50167
47454,38.5475651,-86.4734104,47454
50055,41.8646658,-93.2910704,50055
47532,38.2294382,-86.8637017,47532
50047,41.4890729,-93.4902815,50047
47712,37.9718041,-87.6470976,47712
47940,40.1086158,-86.7560538,47940
50014,42.0251012,-93.6645811,50014
47950,40.7726593,-86.6485794,47950
47992,40.3285531,-87.0503116,47992
47932,40.1225817,-87.402008,47932
50049,41.0278858,-93.3011575,50049
47922,40.8549457,-87.3629698,47922
47441,39.0367558,-87.1574051,47441
50109,41.7692263,-93.8296126,50109
46524,41.2861882,-86.0311713,46524
46163,39.7343413,-85.9058753,46163
51640,40.6233544,-95.654836,51640
62428,39.2636325,-88.1480857,62428
51579,41.7365238,-95.6950089,51579
62463,39.2681131,-88.6282103,62463
62479,39.0129355,-88.3115069,62479
51433,42.2800221,-94.851253,51433
62601,39.7278057,-90.1035295,62601
51333,43.1305318,-95.0029489,51333
62688,39.9441644,-89.9367227,62688
62711,39.7729929,-89.7323472,62711
51232,43.3095568,-95.7561752,51232
62816,38.1911364,-88.937895,62816
50522,43.1914165,-94.2099149,50522
51010,42.0892768,-95.9209953,51010
62864,38.3242558,-88.9102006,62864
50851,40.8730319,-94.5625135,50851
62886,38.3602722,-88.534905,62886
50660,42.5566713,-92.6546445,50660
62920,37.5426943,-89.2381255,62920
50655,42.7726056,-91.8802961,50655
62976,37.2132378,-89.2083075,62976
46060,40.033838,-85.98554,46060
50626,42.5722684,-92.1656351,50626
46076,40.365167,-85.9550536,46076
46149,39.8866812,-86.5648994,46149
50612,42.2698574,-92.3960098,50612
62842,38.4422586,-88.404927,62842
62421,38.7453424,-87.9570122,62421
50141,41.865556,-92.9574467,50141
50166,41.2812041,-93.4351106,50166
62690,39.5027601,-89.7670405,62690
51523,41.9253234,-96.0886467,51523
62675,40.0092868,-89.8482577,62675
52146,43.1873316,-91.1926113,52146
62628,39.770431,-90.4003278,62628
52160,43.4714838,-91.3456761,52160
62563,39.7494828,-89.532047,62563
